5-digit FIPS Code,County,State,2010 Prescribing Rate,State Abbreviation,Name,Release Year,Premature death raw value,Poor or fair health raw value,Poor physical health days raw value,Poor mental health days raw value,Low birthweight raw value,Adult smoking raw value,Adult obesity raw value,Binge drinking raw value,Motor vehicle crash deaths raw value,Chlamydia rate raw value,Teen births raw value,Uninsured adults raw value,Primary care provider rate per 100000 population,Ratio of population to primary care physicians,Preventable hospital stays raw value,Diabetes monitoring raw value,Hospice use raw value,High school graduation raw value,College degrees raw value,Unemployment raw value,Children in poverty raw value,Income inequality raw value,Inadequate social support raw value,Single-parent households raw value,Violent crime raw value,Homicides raw value,Air pollution-particulate matter days raw value,Air pollution-ozone days raw value,Access to healthy foods raw value,Liquor store density raw value
30111,"Yellowstone, MT",MT,94.3,MT,Yellowstone County,2010.0,7148.1,0.1262,3.53,3.45,0.0713,0.1982,0.257,0.1574,18.2,316.9,41.1,0.14400000000000002,98.90617101,1011.059259,61.37816618,0.8399,0.327537375,0.863013699,0.263815844,0.034,0.136,44.1,0.1676,0.08924045800000001,,4.0,2.0,0.0,0.208333333,0.506827693
37001,"Alamance, NC",NC,95.9,NC,Alamance County,2010.0,7768.2,0.1949,3.9,3.36,0.0894,0.2558,0.28800000000000003,0.0738,18.6,286.7,49.7,0.185,68.20792648,1466.105263,59.65251074,0.8917,0.280907255,0.744356659,0.197962386,0.066,0.18,42.3,0.2191,0.121731911,,5.5,1.0,2.0,0.384615385,0.49307928
37003,"Alexander, NC",NC,25.2,NC,Alexander County,2010.0,9268.4,0.2151,4.59,4.33,0.0781,0.244,0.282,0.0996,23.0,121.6,51.6,0.195,33.70218503,2967.166667,68.02782794,0.8424,0.270886633,0.758104738,0.128898298,0.073,0.162,43.5,0.2445,0.076769538,,4.1,2.0,9.0,0.666666667,0.277731489
37005,"Alleghany, NC",NC,107.1,NC,Alleghany County,2010.0,8982.4,0.3064,4.41,4.38,0.0958,0.2726,0.259,0.1182,15.9,36.7,46.5,0.228,102.6789882,973.9090909,121.6163696,0.8457,0.202552725,0.8161764709999999,0.135507709,0.077,0.26,47.6,0.2218,0.05854617400000001,,4.0,0.0,1.0,0.166666667,0.922253989
37007,"Anson, NC",NC,58.9,NC,Anson County,2010.0,11408.2,0.2796,4.15,3.43,0.1019,0.2512,0.331,0.0471,33.3,479.0,71.7,0.125,31.42060406,3182.625,97.84543726,0.7722,0.243543522,0.7108013940000001,0.070212889,0.08900000000000001,0.287,43.9,0.2992,0.101659266,,14.7,0.0,2.0,0.14285714300000002,0.395210054
37009,"Ashe, NC",NC,100.6,NC,Ashe County,2010.0,7990.2,0.2351,4.61,3.03,0.0781,0.2379,0.284,0.0731,26.4,47.1,56.4,0.23,63.74501992,1568.75,72.9420578,0.8602,0.157906052,0.809322034,0.136557762,0.069,0.23,44.0,0.2288,0.072409152,,5.7,0.0,0.0,0.363636364,0.0
37011,"Avery, NC",NC,119.3,NC,Avery County,2010.0,9138.6,0.215,4.4,3.01,0.0912,0.249,0.265,0.0408,14.6,45.3,37.8,0.246,78.46214202,1274.5,139.4072591,0.7535,0.306205691,0.762820513,0.16468213199999998,0.058,0.235,44.6,0.2268,0.066417715,,7.3,2.0,3.0,0.333333333,1.118755943
37013,"Beaufort, NC",NC,142.7,NC,Beaufort County,2010.0,10323.8,0.2399,4.99,3.08,0.0985,0.2412,0.341,0.0587,29.4,422.8,66.7,0.16899999999999998,72.58649891,1377.666667,86.27649982,0.8728,0.196801472,0.650294696,0.177499447,0.07400000000000001,0.259,44.6,0.181,0.082187434,,5.7,2.0,0.0,0.5555555560000001,1.746877457
37015,"Bertie, NC",NC,68.9,NC,Bertie County,2010.0,12022.6,0.267,4.67,3.22,0.1385,0.2029,0.37,0.0459,47.5,534.2,68.8,0.129,26.33658151,3797.0,78.81252441,0.8093,0.241686718,0.609929078,0.103602807,0.076,0.35600000000000004,48.4,,0.128513217,,8.2,0.0,0.0,0.375,1.6059097480000002
37017,"Bladen, NC",NC,93.6,NC,Bladen County,2010.0,12017.4,0.3106,5.17,4.66,0.1014,0.2226,0.309,0.077,37.5,458.7,70.4,0.145,46.09427816,2169.466667,78.8244397,0.8366,0.405400253,0.638157895,0.119665702,0.081,0.319,44.9,0.2525,0.104595631,,9.3,2.0,0.0,0.5,0.30875633
37019,"Brunswick, NC",NC,121.7,NC,Brunswick County,2010.0,9098.2,0.1771,3.91,2.76,0.0943,0.236,0.275,0.101,30.1,237.0,60.1,0.202,47.60771245,2100.5,77.25944406,0.8447,0.359468346,0.7657550540000001,0.201211336,0.066,0.224,44.6,0.1772,0.079357202,,7.5,1.0,0.0,0.692307692,0.956958149
37021,"Buncombe, NC",NC,105.3,NC,Buncombe County,2010.0,7989.6,0.1666,3.59,3.36,0.0908,0.2363,0.212,0.1055,14.8,268.3,45.6,0.179,149.07354909999995,670.8098160000002,49.17821718,0.8765,0.327747099,0.747067105,0.309274318,0.048,0.194,46.1,0.162,0.077574108,,5.2,0.0,6.0,0.583333333,0.538239687
37023,"Burke, NC",NC,146.5,NC,Burke County,2010.0,9351.4,0.2626,5.07,3.85,0.0885,0.3132,0.275,0.0957,23.3,144.4,65.1,0.162,73.38496624,1362.676923,78.13178164,0.84,0.302497645,0.7672413790000001,0.149565104,0.084,0.203,43.4,0.2303,0.100020532,,5.6,2.0,3.0,0.272727273,0.11258472
37025,"Cabarrus, NC",NC,114.1,NC,Cabarrus County,2010.0,7440.4,0.1753,3.13,2.94,0.0827,0.2064,0.285,0.1134,16.5,380.4,54.3,0.172,92.14296283,1085.270073,86.38861887,0.878,0.274612294,0.7486363640000001,0.223789648,0.059,0.14400000000000002,41.8,0.1987,0.093615099,,4.3,4.0,20.0,0.7777777779999999,0.514340455
37027,"Caldwell, NC",NC,141.4,NC,Caldwell County,2010.0,9146.6,0.2043,4.38,4.12,0.0868,0.2518,0.299,0.0711,20.9,222.9,63.2,0.141,49.53261532,2018.871795,86.47129784,0.7893,0.418688893,0.70990807,0.120972413,0.081,0.192,42.4,0.219,0.079853055,,4.9,2.0,3.0,0.428571429,0.505759334
37029,"Camden, NC",NC,–,NC,Camden County,2010.0,7420.1,0.2786,4.36,2.73,0.0933,,0.318,0.1237,16.2,204.9,36.4,0.228,11.24479928,8893.0,84.20672844,0.745,0.178968862,0.818181818,0.181127533,0.055,0.109,40.2,,0.069245661,,5.4,0.0,0.0,0.333333333,2.17155266
37031,"Carteret, NC",NC,122.7,NC,Carteret County,2010.0,8526.2,0.1521,3.66,3.62,0.077,0.2618,0.273,0.1366,19.4,210.7,43.1,0.183,69.05079248,1448.209302,87.01774952,0.8270000000000001,0.171713965,0.720130933,0.24103603,0.055,0.184,42.1,0.1977,0.088866078,,2.8,0.0,0.0,0.35294117700000005,1.264722156
37033,"Caswell, NC",NC,–,NC,Caswell County,2010.0,8506.1,0.2457,4.88,3.44,0.0943,0.3507,0.301,0.0684,25.0,140.2,39.9,0.17,12.864494,7773.333333,69.56670093,0.9106,0.234584579,0.6729323309999999,0.115596441,0.083,0.226,38.6,0.2291,0.080611293,,4.3,0.0,4.0,0.125,0.855102826
37035,"Catawba, NC",NC,134.7,NC,Catawba County,2010.0,7787.6,0.17800000000000002,3.46,3.23,0.0841,0.201,0.264,0.0991,19.9,275.7,58.6,0.171,82.96111447,1205.384,50.86472298,0.848,0.373664877,0.8214285709999999,0.193586073,0.07400000000000001,0.145,44.2,0.2097,0.082844363,,5.7,4.0,6.0,0.8,0.522493338
37037,"Chatham, NC",NC,47.6,NC,Chatham County,2010.0,7240.1,0.1412,2.63,2.72,0.0766,0.2338,0.246,0.0959,28.2,141.5,47.9,0.249,41.48732044,2410.375,55.24326192,0.8678,0.292035041,0.816151203,0.324345202,0.05,0.149,47.6,0.1972,0.076092271,,6.7,0.0,6.0,0.333333333,0.501487747
37039,"Cherokee, NC",NC,143.6,NC,Cherokee County,2010.0,10866.8,0.2002,4.51,3.25,0.0984,0.2838,0.247,0.0943,25.7,152.0,63.2,0.202,70.61869826,1416.055556,53.91565566,0.7761,0.16667179,0.818548387,0.143455497,0.094,0.264,45.3,,0.073600145,,3.4,0.0,2.0,0.4,0.76560885
37041,"Chowan, NC",NC,89.2,NC,Chowan County,2010.0,8882.2,0.1695,3.45,3.02,0.112,0.2608,0.302,0.1,24.9,319.8,57.6,0.163,90.57971015,1104.0,56.77793686,0.8269,0.130590396,0.644444444,0.184817306,0.08900000000000001,0.278,42.3,,0.114628533,,10.0,1.0,0.0,0.5,0.688420763
37043,"Clay, NC",NC,113.9,NC,Clay County,2010.0,8396.8,,3.08,3.62,0.0627,0.2425,0.246,0.0334,30.5,79.9,38.3,0.221,61.89395502,1615.666667,59.02379871,0.8252,,0.764705882,0.170743134,0.066,0.215,44.7,0.1933,0.059189314000000014,,4.6,0.0,7.0,0.666666667,0.0
37045,"Cleveland, NC",NC,154.3,NC,Cleveland County,2010.0,9872.2,0.2651,4.69,4.4,0.093,0.2521,0.297,0.0907,20.2,330.4,63.3,0.128,61.60164271,1623.333333,86.07970475,0.8521,0.345737001,0.713947991,0.162762246,0.085,0.28800000000000003,43.1,0.1888,0.108020212,,13.8,1.0,5.0,0.5,0.204599394
37047,"Columbus, NC",NC,173.6,NC,Columbus County,2010.0,12510.1,0.2812,4.96,4.3,0.1141,0.2726,0.317,0.0917,44.7,380.7,71.9,0.139,46.50124623,2150.48,112.3098886,0.8490000000000001,0.306787537,0.6572528879999999,0.108858712,0.08,0.312,49.3,0.3108,0.111105851,,16.3,3.0,0.0,0.35714285700000004,1.295816364
37049,"Craven, NC",NC,160.9,NC,Craven County,2010.0,8502.1,0.1559,3.17,2.76,0.0858,0.2145,0.303,0.103,18.3,492.2,72.2,0.165,88.30579034,1132.428571,71.55041185,0.8865,0.13585974,0.788811189,0.207182095,0.061,0.204,44.1,0.1746,0.109412794,,6.4,0.0,0.0,0.5,0.623480267
37051,"Cumberland, NC",NC,91.5,NC,Cumberland County,2010.0,9093.8,0.17600000000000002,4.17,3.53,0.0955,0.2639,0.311,0.1053,19.5,733.6,58.8,0.136,83.5799762,1196.458824,63.10090328,0.7558,0.283465974,0.774504553,0.210683573,0.063,0.23,44.0,0.2192,0.14409830099999998,,10.8,1.0,17.0,0.6,0.357739865
37053,"Currituck, NC",NC,24.3,NC,Currituck County,2010.0,7869.0,0.2008,4.54,4.51,0.086,0.3674,0.272,0.2071,24.1,138.8,40.4,0.249,26.25016406,3809.5,90.03044799999998,0.8435,0.117064199,0.777027027,0.162289981,0.045,0.146,38.4,0.2035,0.078126698,,1.4,0.0,0.0,0.333333333,2.5519969380000003
37055,"Dare, NC",NC,134.1,NC,Dare County,2010.0,7512.0,0.1215,3.78,3.11,0.0749,0.2945,0.243,0.2509,22.9,126.7,40.7,0.255,56.44849817,1771.526316,71.72152898,0.8282,0.191966491,0.900293255,0.321456555,0.065,0.13699999999999998,44.9,0.1574,0.115686023,,4.0,0.0,0.0,0.5,1.182941977
37057,"Davidson, NC",NC,94.8,NC,Davidson County,2010.0,8432.4,0.2146,3.79,3.31,0.0925,0.2636,0.301,0.0866,22.2,202.9,57.9,0.165,39.19493601,2551.35,86.47478167,0.8162,0.228889075,0.681083898,0.143904139,0.073,0.208,41.1,0.2319,0.092729448,,5.3,4.0,3.0,0.454545455,0.258302821
37059,"Davie, NC",NC,102.6,NC,Davie County,2010.0,7719.2,0.1954,5.12,4.04,0.0858,0.2866,0.279,0.0657,21.9,124.9,42.6,0.205,59.39775838,1683.565217,71.01819649,0.8556,0.249197223,0.725738397,0.207246968,0.063,0.133,41.5,0.1887,0.077119811,,2.7,1.0,15.0,0.666666667,0.0
37061,"Duplin, NC",NC,78.7,NC,Duplin County,2010.0,9769.9,0.2794,4.93,2.88,0.0905,0.2144,0.311,0.0657,35.1,394.0,77.5,0.262,39.02819787,2562.25,111.8698239,0.7586,0.201094427,0.7085514829999999,0.087597371,0.059,0.262,46.3,0.2579,0.101485429,,10.1,1.0,0.0,0.454545455,0.571984213
37063,"Durham, NC",NC,69.4,NC,Durham County,2010.0,7169.8,0.1724,2.91,2.93,0.0951,0.1895,0.276,0.12,13.5,493.3,49.2,0.173,251.5656164,397.5106036,57.65589678,0.8067,0.28515698,0.694221847,0.4166512670000001,0.049,0.193,46.1,0.214,0.109183775,,12.0,2.0,4.0,0.388888889,0.399756948
37065,"Edgecombe, NC",NC,47.8,NC,Edgecombe County,2010.0,11856.0,0.2673,4.42,2.59,0.1256,0.2958,0.378,0.0879,21.9,872.8,74.3,0.11,35.58585556,2810.105263,80.54199164,0.8704,0.16942634199999998,0.613445378,0.10287452,0.106,0.332,47.0,0.3221,0.145451133,,12.4,0.0,8.0,0.444444444,1.129518072
37067,"Forsyth, NC",NC,91.6,NC,Forsyth County,2010.0,7851.7,0.1337,3.13,2.86,0.0999,0.2208,0.247,0.1093,13.0,659.8,51.2,0.166,150.5179144,664.3727455,69.279026,0.8448,0.334620203,0.7638062870000001,0.30412458,0.058,0.217,46.6,0.187,0.107998506,,7.3,5.0,10.0,0.4,0.451858948
37069,"Franklin, NC",NC,54.0,NC,Franklin County,2010.0,8399.3,0.2017,3.42,4.03,0.0847,0.2417,0.298,0.1566,30.1,266.6,52.1,0.17,18.43929783,5423.2,82.0491259,0.8463,0.189590246,0.719653179,0.152749215,0.063,0.196,42.7,,0.105540248,,4.4,0.0,12.0,0.75,0.721357595
37071,"Gaston, NC",NC,143.8,NC,Gaston County,2010.0,9827.1,0.2351,4.14,3.45,0.0916,0.2791,0.28600000000000003,0.0887,17.5,345.0,64.0,0.147,73.42407796,1361.951049,83.10463254,0.8157,0.275059549,0.7538891109999999,0.170523571,0.078,0.21600000000000005,44.1,0.2122,0.09882437,,6.0,3.0,7.0,0.6875,0.35352999700000004
37073,"Gates, NC",NC,–,NC,Gates County,2010.0,8820.4,,4.18,3.49,0.1151,0.1429,0.334,0.0793,31.8,277.6,43.7,0.208,9.024456277,11081.0,74.63466335,0.8627,0.182620806,0.7103825140000001,0.117818364,0.055,0.214,43.6,0.1727,0.098020379,,11.9,0.0,0.0,0.14285714300000002,1.75070028
37075,"Graham, NC",NC,116.5,NC,Graham County,2010.0,10050.5,0.2639,6.07,4.69,0.0638,,0.28800000000000003,0.0759,21.5,62.5,74.6,0.21,25.18891688,3970.0,55.97986235,0.7719,,0.6237623760000001,0.131772828,0.108,0.303,43.8,,0.06058120700000001,,14.3,0.0,15.0,0.5,0.0
37077,"Granville, NC",NC,79.8,NC,Granville County,2010.0,9257.3,0.1913,3.49,3.52,0.08800000000000001,0.2724,0.361,0.0974,21.6,310.2,46.8,0.18600000000000005,48.82537417,2048.115385,81.20301783,0.8115,0.212407731,0.722852512,0.12391971,0.067,0.177,39.8,0.2045,0.111921755,,6.9,0.0,26.0,0.428571429,0.370617449
37079,"Greene, NC",NC,27.7,NC,Greene County,2010.0,9917.9,0.261,2.87,1.97,0.1154,0.1204,0.339,0.0524,32.8,545.7,74.3,0.245,15.18449157,6585.666667,80.11715486,0.8929,0.157596946,0.6529680370000001,0.077290361,0.067,0.297,44.9,0.1797,0.128125485,,5.8,1.0,5.0,0.25,0.981643271
37081,"Guilford, NC",NC,90.1,NC,Guilford County,2010.0,7427.8,0.1305,2.96,3.02,0.0918,0.2027,0.278,0.1192,14.0,505.0,36.6,0.168,94.97550395,1052.903073,56.08458217,0.8583,0.289518841,0.8370996270000001,0.31905833100000003,0.062,0.205,46.8,0.1839,0.109336776,,8.0,1.0,13.0,0.4375,0.570271735
37083,"Halifax, NC",NC,121.9,NC,Halifax County,2010.0,11935.1,0.2693,5.37,3.36,0.1235,0.1969,0.341,0.0504,31.8,808.7,75.9,0.109,61.28665934,1631.676471,93.45803001,0.8490000000000001,0.101866085,0.649350649,0.119000215,0.093,0.377,47.5,0.3528,0.122200926,,11.2,0.0,1.0,0.666666667,0.904617166
37085,"Harnett, NC",NC,72.8,NC,Harnett County,2010.0,8656.3,0.1948,3.61,3.24,0.0841,0.2683,0.295,0.101,25.4,191.9,55.1,0.208,26.28632624,3804.259259,108.2096187,0.8246,0.300723764,0.754560531,0.14834449,0.067,0.227,42.5,0.2206,0.12776755199999998,,5.9,2.0,3.0,0.5,0.3785047170000001
37087,"Haywood, NC",NC,103.2,NC,Haywood County,2010.0,9166.9,0.1955,4.26,3.8,0.0888,0.2672,0.28300000000000003,0.0777,20.7,141.7,50.1,0.158,78.81349859999997,1268.818182,58.82876062,0.8751,0.291234163,0.8127340820000001,0.185945002,0.057,0.213,44.6,0.1898,0.058738275,,1.8,0.0,20.0,0.571428571,0.534340268
37089,"Henderson, NC",NC,102.7,NC,Henderson County,2010.0,8265.6,0.1868,4.05,3.46,0.0823,0.2033,0.258,0.0866,20.0,158.5,52.4,0.204,104.8054872,954.1485149,49.69841124,0.8516,0.362196489,0.8281938329999999,0.251014313,0.049,0.172,44.1,0.2105,0.079469257,,4.6,0.0,3.0,0.388888889,0.507119964
37091,"Hertford, NC",NC,118.2,NC,Hertford County,2010.0,11208.5,0.2582,4.56,3.08,0.1333,0.2182,0.343,0.0587,35.7,428.3,62.7,0.139,85.91065292,1164.0,77.02069114,0.7957,0.217714467,0.621428571,0.156307249,0.068,0.319,44.8,0.2737,0.15888181199999998,,6.2,0.0,0.0,0.333333333,1.292156609
37093,"Hoke, NC",NC,30.7,NC,Hoke County,2010.0,9495.0,0.2354,3.98,3.06,0.0898,0.3363,0.327,0.131,32.0,269.5,76.5,0.189,15.0935802,6625.333333,75.65958858,0.7754,0.446658641,0.707317073,0.152824333,0.058,0.221,39.8,0.236,0.149292824,,10.8,1.0,0.0,1.0,0.242871715
37095,"Hyde, NC",NC,–,NC,Hyde County,2010.0,8193.1,,3.89,3.22,0.0873,,0.312,0.1167,23.3,318.3,62.3,0.191,0.0,-5341.0,96.8436303,0.8265,,0.153846154,0.121418417,0.071,0.301,42.5,,0.07605482599999999,,5.2,0.0,0.0,0.6,5.743825387999999
37097,"Iredell, NC",NC,113.2,NC,Iredell County,2010.0,7939.5,0.1909,3.19,2.93,0.0886,0.2639,0.268,0.1325,21.2,232.5,52.3,0.181,74.92400565,1334.685714,95.73363015,0.8527,0.239737975,0.819923372,0.202396845,0.066,0.136,44.8,0.17600000000000002,0.080933573,,5.3,3.0,10.0,0.461538462,0.273618398
37099,"Jackson, NC",NC,80.6,NC,Jackson County,2010.0,8075.0,0.1793,3.28,2.85,0.0688,0.2783,0.28,0.1295,20.6,182.8,29.5,0.228,103.6937391,964.3783784,79.75328937,0.6344,0.328546338,0.7306273059999999,0.248829344,0.052000000000000005,0.213,45.0,0.2229,0.065944482,,3.7,0.0,2.0,0.333333333,0.550827619
37101,"Johnston, NC",NC,72.8,NC,Johnston County,2010.0,7749.1,0.2435,4.19,3.91,0.0795,0.2524,0.319,0.1087,24.9,166.9,58.9,0.227,39.97325927,2501.672414,100.7701949,0.816,0.261160427,0.772801748,0.174820924,0.058,0.166,40.3,0.2007,0.10410458,,6.4,2.0,13.0,0.666666667,0.331132407
37103,"Jones, NC",NC,–,NC,Jones County,2010.0,9493.1,,4.95,4.74,0.1064,,0.318,0.0353,26.7,323.4,48.2,0.228,89.33002481,1119.444444,85.6866551,0.8761,,0.5425531920000001,0.109174103,0.066,0.256,45.8,0.1944,0.113923926,,7.0,0.0,0.0,0.5,0.996611521
37105,"Lee, NC",NC,160.6,NC,Lee County,2010.0,9405.5,0.1762,3.3,3.31,0.0903,0.2466,0.287,0.1021,28.3,297.0,73.9,0.194,66.73761296,1498.405405,73.83674053,0.8488,0.345594369,0.789983845,0.15528835800000002,0.078,0.202,42.6,0.215,0.126600352,,12.4,1.0,2.0,0.333333333,0.7038288290000001
37107,"Lenoir, NC",NC,97.5,NC,Lenoir County,2010.0,10369.8,0.2589,5.22,4.78,0.112,0.2476,0.325,0.055,26.3,525.5,75.1,0.138,55.76370132,1793.28125,101.6303641,0.8340000000000001,0.155567908,0.691156463,0.132806631,0.07400000000000001,0.285,46.2,0.192,0.125388434,,11.5,2.0,8.0,0.571428571,0.525587344
37109,"Lincoln, NC",NC,110.4,NC,Lincoln County,2010.0,8191.9,0.1797,3.76,2.65,0.0819,0.2412,0.284,0.073,23.0,151.6,53.1,0.199,46.39900242,2155.21875,72.57759506,0.8583,0.295656188,0.8103813559999999,0.164654317,0.075,0.162,41.0,0.1856,0.093781031,,5.3,3.0,13.0,0.5,0.4214015820000001
37111,"McDowell, NC",NC,88.2,NC,McDowell County,2010.0,8163.1,0.2454,4.89,4.32,0.0902,0.2628,0.322,0.0362,19.7,129.0,53.8,0.168,37.11177603,2694.5625,58.91468462,0.8109999999999999,0.270475306,0.749486653,0.117167735,0.084,0.211,38.6,0.1804,0.078110161,,5.0,3.0,4.0,0.4,0.463005834
37113,"Macon, NC",NC,112.0,NC,Macon County,2010.0,9629.3,0.155,4.07,3.35,0.0754,0.192,0.277,0.0919,19.3,98.8,55.0,0.227,100.9209032,990.875,42.4584528,0.8728,0.28293795,0.772727273,0.21265812,0.061,0.237,48.1,0.1707,0.06816168,,3.7,0.0,2.0,0.4,1.241734703
37115,"Madison, NC",NC,81.3,NC,Madison County,2010.0,6908.9,0.2027,4.25,2.9,0.0904,0.3221,0.265,0.0799,22.3,73.7,40.5,0.181,50.06759125,1997.3,50.78214901,0.898,0.300830611,0.740331492,0.211928659,0.058,0.238,41.2,0.116,0.044887781,,5.0,0.0,3.0,0.666666667,0.0
37117,"Martin, NC",NC,70.3,NC,Martin County,2010.0,12859.7,0.2246,4.69,2.96,0.114,0.2233,0.342,0.0494,32.5,509.4,74.5,0.139,45.73994761,2186.272727,115.9728834,0.7775,0.181180947,0.732258065,0.120462046,0.067,0.301,43.7,0.2809,0.11338309,,12.2,1.0,5.0,0.25,1.253656498
37119,"Mecklenburg, NC",NC,66.6,NC,Mecklenburg County,2010.0,6803.5,0.1464,2.72,2.99,0.0861,0.1739,0.242,0.1476,11.9,210.3,45.2,0.16399999999999998,109.6833674,911.715262,62.49887324,0.8326,0.290756604,0.7390025579999999,0.397350675,0.061,0.138,47.3,0.1811,0.105190998,,10.1,7.0,27.0,0.333333333,0.538710542
37121,"Mitchell, NC",NC,118.4,NC,Mitchell County,2010.0,9791.0,0.3148,5.72,4.41,0.0844,0.2602,0.262,0.049,18.1,76.5,49.3,0.189,75.92053651,1317.166667,85.15362368,0.8566,0.460175826,0.61,0.140059674,0.083,0.227,42.8,0.1607,0.06331714599999999,,1.8,0.0,2.0,0.333333333,0.0
37123,"Montgomery, NC",NC,63.3,NC,Montgomery County,2010.0,9619.6,0.2578,4.07,2.91,0.0847,0.2659,0.308,0.0579,33.2,209.9,79.7,0.206,40.58741052,2463.818182,84.34258996,0.8794,0.228508775,0.7570093459999999,0.127266546,0.085,0.237,46.9,0.2472,0.078653923,,8.4,0.0,3.0,0.5,0.732573898
37125,"Moore, NC",NC,113.0,NC,Moore County,2010.0,9048.9,0.1481,2.68,3.21,0.0841,0.2047,0.241,0.1241,26.0,252.5,51.7,0.212,86.64438668,1154.142857,53.48577275,0.901,0.381507897,0.7523219809999999,0.256970947,0.063,0.173,43.5,0.18600000000000005,0.07355609099999999,,7.1,0.0,1.0,0.571428571,0.848042838
37127,"Nash, NC",NC,112.7,NC,Nash County,2010.0,10091.5,0.2012,3.4,2.86,0.0944,0.2315,0.32299999999999995,0.1063,25.6,469.1,54.5,0.151,81.8276312,1222.081081,72.21110158,0.8354,0.204618787,0.644946809,0.18687051,0.077,0.214,45.1,0.2294,0.118204698,,10.4,0.0,4.0,0.6,0.8748715029999999
37129,"New Hanover, NC",NC,122.0,NC,New Hanover County,2010.0,6736.9,0.1489,3.12,2.92,0.0894,0.2,0.238,0.1649,11.9,382.3,33.3,0.168,123.3498531,810.7022222,56.85919012,0.9164,0.337486333,0.7140557940000001,0.349537647,0.053,0.191,49.1,0.1698,0.081041294,,6.0,3.0,3.0,0.5625,0.801166498
37131,"Northampton, NC",NC,–,NC,Northampton County,2010.0,10827.2,0.1985,3.67,3.58,0.145,0.2552,0.375,0.0501,32.6,738.9,59.6,0.14300000000000002,19.0313065,5254.5,91.13497305,0.8589,0.159325819,0.730038023,0.127084054,0.08,0.324,46.9,0.2864,0.118556701,,10.0,0.0,1.0,0.28571428600000004,1.916902286
37133,"Onslow, NC",NC,84.2,NC,Onslow County,2010.0,7597.3,0.1593,3.53,3.5,0.0799,0.2625,0.298,0.135,21.3,645.1,79.1,0.173,52.22030678,1914.963855,88.43222359999999,0.7504,0.262054246,0.796781883,0.157322571,0.058,0.203,40.7,0.1671,0.119316611,,4.7,1.0,0.0,0.692307692,0.493906429
37135,"Orange, NC",NC,44.5,NC,Orange County,2010.0,5730.0,0.1167,2.56,2.93,0.0847,0.131,0.223,0.1439,14.0,194.0,12.9,0.233,351.9125318,284.1615202,46.58791668,0.8705,0.348522151,0.830824373,0.541236431,0.04,0.115,52.6,0.1557,0.070342516,,4.4,0.0,9.0,0.5555555560000001,0.654980719
37137,"Pamlico, NC",NC,77.5,NC,Pamlico County,2010.0,9146.4,0.2054,3.39,2.84,0.0846,0.3058,0.287,0.0583,28.1,219.0,53.2,0.193,55.64387917,1797.142857,65.65891553,0.9359,,0.854545455,0.164338879,0.061,0.248,44.2,0.1254,0.07667431799999999,,5.6,0.0,0.0,0.4,1.592483478
37139,"Pasquotank, NC",NC,127.8,NC,Pasquotank County,2010.0,7725.7,0.2315,3.52,3.24,0.0917,0.281,0.32299999999999995,0.1421,14.1,386.5,51.6,0.146,91.46978884,1093.257143,76.32812819,0.8004,0.20121843600000006,0.689583333,0.162943548,0.07,0.253,45.8,0.1574,0.164448802,,6.6,0.0,0.0,0.333333333,0.506098487
37141,"Pender, NC",NC,57.5,NC,Pender County,2010.0,8377.3,0.175,4.4,3.31,0.09,0.2571,0.287,0.1137,25.4,207.7,49.2,0.225,34.92458473,2863.3125,79.28440114,0.836,0.30909574300000003,0.689781022,0.15748763300000002,0.062,0.191,40.3,0.1451,0.094467996,,6.8,1.0,0.0,0.428571429,1.252609603
37143,"Perquimans, NC",NC,41.7,NC,Perquimans County,2010.0,9633.6,0.1991,4.46,4.63,0.0972,,0.314,0.1134,28.3,364.8,52.5,0.195,16.97360604,5891.5,76.21809404,0.7753,,0.639097744,0.138899852,0.07,0.264,44.6,0.1681,0.092001307,,7.4,0.0,0.0,0.5,1.650165017
37145,"Person, NC",NC,95.0,NC,Person County,2010.0,9311.3,0.1635,3.26,3.36,0.0949,0.3075,0.32,0.1131,24.7,275.8,51.3,0.14300000000000002,32.46489733,3080.25,79.32628129999998,0.8036,0.229085376,0.753303965,0.128312195,0.07400000000000001,0.18600000000000005,43.1,0.2545,0.103732756,,7.1,1.0,7.0,0.2,0.80903967
37147,"Pitt, NC",NC,95.6,NC,Pitt County,2010.0,8818.6,0.1708,3.32,2.82,0.1094,0.2015,0.322,0.1106,18.6,624.2,35.6,0.179,189.3519032,528.1172161000002,63.65632669,0.8462,0.275741792,0.5398801289999999,0.291302968,0.066,0.248,48.4,0.2155,0.120298188,,7.6,1.0,8.0,0.5,0.74077566
37149,"Polk, NC",NC,82.7,NC,Polk County,2010.0,8903.0,0.0781,3.5,2.32,0.0871,0.206,0.237,0.0479,20.6,150.8,39.8,0.236,63.63009704,1571.583333,47.39447831,0.7981,0.5244214629999999,0.766497462,0.279079918,0.05,0.171,43.2,,0.060015105,,4.6,0.0,3.0,0.6,0.527565286
37151,"Randolph, NC",NC,82.0,NC,Randolph County,2010.0,7609.6,0.1867,3.6,3.02,0.08,0.2598,0.289,0.1095,20.7,149.6,62.2,0.181,49.05980903,2038.328358,68.78402909,0.8477,0.298199587,0.739110287,0.123628996,0.066,0.251,43.3,0.2041,0.093448832,,4.7,1.0,2.0,0.4166666670000001,0.360557855
